field_1,kraftwerksnummer_bundesnetzagentur,unternehmen,kraftwerksname,plz_standort_kraftwerk,ort_standort_kraftwerk,stra_e_und_hausnummer_standort_kraftwerk,bundesland,blockname,aufnahme_der_kommerziellen_stromerzeugung_der_derzeit_in_betrie,kraftwerksstatus_in_betrieb_vorlaufig_stillgelegt_saisonale_k,energietrager,spezifizierung_mehrere_energietrager_und_sonstige_energietrag,spezifizierung_mehrere_energietrager___zusatz__ersatzbrennst,auswertungenergietrager_zuordnung_zu_einem_hauptenergietrage,vergutungsfahig_nach_eeg_ja_nein,warmeauskopplung_kwk_ja_nein,netto_nennleistung_elektrische_wirkleistung_in_mw,bezeichnung_verknupfungspunkt_schaltanlage_mit_dem_stromnetz,netz__oder_umspannebene_des_anschlusses_in_kv,name_stromnetzbetreiber,the_geom,cartodb_id,created_at,updated_at,cartodb_georef_status
,BNA0518a,EnBW Energie Baden-Württemberg AG,Rheinhafen-Dampfkraftwerk,76189,Karlsruhe,Fettweisstraße 42,Baden-Württemberg,RDK 7,1985,in Betrieb,Steinkohle,,,Steinkohle,Nein,Ja,505,Daxlanden,380,Transnet BW GmbH,0101000020E6100000DCD7817346B420408BFD65F7E4814840,477,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0515,Stadtwerke Karlsruhe GmbH,Heizkraftwerk West,76189,Karlsruhe,,Baden-Württemberg,T3,1984,in Betrieb,Mehrere Energieträger,Erdgas,Heizöl EL,Erdgas,Nein,Ja,37,,110,Stadtwerke Karlsruhe Netzservice GmbH,0101000020E6100000DCD7817346B420408BFD65F7E4814840,474,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0514,EnBW Energie Baden-Württemberg AG,Rheinhafen-Dampfkraftwerk,76189,Karlsruhe,Fettweisstraße 42,Baden-Württemberg,RDK 4S,1998,in Betrieb,Erdgas,,,Erdgas,Nein,Nein,353,Daxlanden,220,Transnet BW GmbH,0101000020E6100000DCD7817346B420408BFD65F7E4814840,473,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0910,ProVento Pool  Verwaltungs-GmbH & Co. KG,,55487,Sohren ,,Rheinland-Pfalz,,2001,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,,11.5,,HS/MS,Westnetz GmbH,0101000020E61000006666666666661D40211FF46C56F54840,867,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0436,,,52525,Heinsberg,,Nordrhein-Westfalen,,2004,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,,18,,MS,Alliander Netz Heinsberg AG,0101000020E610000090A0F831E6EE1740545227A089884940,409,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0042,Innwerk AG,Egglfing,94072,Bad Füssing,Am Innwerk 13,Bayern,Egglfing,1944,in Betrieb,Laufwasser,,,Laufwasser,Nein,Nein,40.35,Schaltanlage vor Ort,110,Bayernwerk AG,0101000020E61000004182E2C7989B2A40A4DFBE0E9C2B4840,41,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0156b,Egger Kraftwerk Brilon GmbH,Egger Kraftwerk Briilon,59929,Brilon ,Im Kissen 19,Nordrhein-Westfalen,Gasturbinen - KWK - Anlage,1996,in Betrieb,Erdgas,,,Erdgas,Nein,Ja,13.5,,10,Westnetz GmbH,0101000020E61000000AD7A3703D2A214096438B6CE7B34940,147,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0156a,Egger Kraftwerk Brilon GmbH,Egger Kraftwerk Briilon,59929,Brilon ,Im Kissen 19,Nordrhein-Westfalen,Biomasse - KWK - Anlage,1990,in Betrieb,Biomasse,,,Biomasse,Ja,Ja,18,,10,Westnetz GmbH,0101000020E61000000AD7A3703D2A214096438B6CE7B34940,146,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0582,LERAK Mobiliengesellschaft mbH & Co. KG,,29386,Langwedel,,Niedersachsen,,2009,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,,20,,HS,LSW Netz GmbH & Co. KG ,0101000020E6100000EBE2361AC03B25400000000000604A40,540,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0296,Bürgerwindpark Oederquart Erschließungsges.mbH & Co.,,21729,Freiburg,,Niedersachsen,,2003,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,,10,,HS/MS,EWE NETZ GmbH,0101000020E6100000E2E995B20C912240DFE00B93A9EA4A40,293,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0295,Energiekontor Ökofonds GmbH & Co. WP BD KG,,21729,Freiburg,,Niedersachsen,,2003,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,,11.5,,HS/MS,EWE NETZ GmbH,0101000020E6100000E2E995B20C912240DFE00B93A9EA4A40,292,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0294,Energiekontor Windkraft GmbH & Co. WP OE KG,,21729,Freiburg,,Niedersachsen,,1999,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,,15,,HS/MS,EWE NETZ GmbH,0101000020E6100000E2E995B20C912240DFE00B93A9EA4A40,291,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0282,,,39443,Förderstedt,,Sachsen-Anhalt,,2006,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,,18,,MS,Avacon AG,0101000020E6100000AEB6627FD95D274012143FC6DCED4940,277,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0281,,,39443,Förderstedt,,Sachsen-Anhalt,,2009,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,,27,,HS,HSN Magdeburg GmbH,0101000020E6100000AEB6627FD95D274012143FC6DCED4940,276,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0280,,,39443,Förderstedt,,Sachsen-Anhalt,,2007,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,,28,,MS,Avacon AG,0101000020E6100000AEB6627FD95D274012143FC6DCED4940,275,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0952,Treuhänder: EEV Erneuerbare Energien Verwaltungs GmbH Dresden,,99958,Tonna,,Thüringen,,2006,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,,53.5,UW Gräfentonna Trafo 102,HS,TEN Thüringer Energienetze GmbH,0101000020E61000004850FC18737725409A99999999894940,908,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0951,,,99958,Tonna,,Thüringen,,1999,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,,62,,HS,TEN Thüringer Energienetze GmbH,0101000020E61000004850FC18737725409A99999999894940,907,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0253,"VSE AG, Kraftwerk Ensdorf",Kraftwerk Ensdorf,66806,Ensdorf,Kurt-Kessler-Str.,Saarland,Block 1,1963,in Betrieb,Mehrere Energieträger,Steinkohle,Klärschlamm,Steinkohle,Nein,Ja,106,"Schaltanlage Ensdorf (UA-Ensdorf); DE 0001816680600000000000000580138",220,Amprion GmbH,0101000020E6100000C3D32B6519221B406666666666A64840,245,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0252,Gemeinschaft nach Bruchteilen der Saarstahl AG (SAG) und Saarschmiede GmbH Freiformschmiede (SSF),Kraftwerk Ensdorf,66806,Ensdorf,Kurt Kessler Str. 1,Saarland,Block 3,1971,in Betrieb,Mehrere Energieträger,Steinkohle,Klärschlamm,Steinkohle,Nein,Nein,283,Schaltanlage Ensdorf,110,VSE Verteilnetz GmbH,0101000020E6100000C3D32B6519221B406666666666A64840,244,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0010a,Rheinkraftwerk Albbruck- Dogern AG,RADAG,79774,Albbruck,Kraftwerkstrasse 34,Baden-Württemberg,,1933,in Betrieb,Laufwasser,,,Laufwasser,Nein,Nein,79.5,Tiengen,110,Amprion GmbH,0101000020E6100000151DC9E53F442040CDCCCCCCCCCC4740,10,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0704,,,31535,Neustadt,,Niedersachsen,,1999,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,,11.7,,MS,Avacon AG,0101000020E610000050FC1873D7F2224080B74082E23F4A40,660,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0703,,,31535,Neustadt,,Niedersachsen,,1999,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,,15.6,,MS,Avacon AG,0101000020E610000050FC1873D7F2224080B74082E23F4A40,659,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0850,Windfarm Elsdorf II GmbH,Windpark Elsdorf II,27356,Rotenburg,,Niedersachsen,,2008,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,,18.4,,HS/MS,EWE NETZ GmbH,0101000020E6100000F0164850FCD822402C6519E2588F4A40,795,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0847,E.ON Kraftwerke GmbH,Roßhaupten,87672,Roßhaupten,Forggenseestraße 100,Bayern,Roßhaupten,1954,in Betrieb,Speicherwasser (ohne Pumpspeicher),,,Speicherwasser (ohne Pumpspeicher),Nein,Nein,45.5,Schaltanlage vor Ort,110,LEW Verteilnetz GmbH,0101000020E61000001E166A4DF36E25403333333333D34740,792,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0230,E.ON Kraftwerke GmbH,Hemfurth,34549,Edertal Hemfurth-Edersee,Ederstraße,Hessen,Hemfurth,1915,in Betrieb,Speicherwasser (ohne Pumpspeicher),,,Speicherwasser (ohne Pumpspeicher),Nein,Nein,20,Schaltanlage vor Ort,110,Avacon AG,0101000020E610000073D712F2412F22403108AC1C5A944940,218,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0229,E.ON Kraftwerke GmbH,Waldeck 2,34549,Edertal Hemfurth-Edersee,Kraftwerkstraße 10,Hessen,Waldeck 2,1974,in Betrieb,Pumpspeicher,,,Pumpspeicher,Nein,Nein,480,Schaltanlage vor Ort,380,TenneT TSO GmbH ,0101000020E610000073D712F2412F22403108AC1C5A944940,217,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0228,E.ON Kraftwerke GmbH,Waldeck1/Bringhausen,34549,Edertal Hemfurth-Edersee,Kraftwerkstraße 10,Hessen,Waldeck1/Bringhausen,1931,in Betrieb,Pumpspeicher,,,Pumpspeicher,Nein,Nein,143,Schaltanlage vor Ort,110,Avacon AG,0101000020E610000073D712F2412F22403108AC1C5A944940,216,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0097,MVA Bielefeld-Herford GmbH,MVA Bielefeld,33609,Bielefeld,Schelpmilser Weg 30,Nordrhein-Westfalen,Linien 1 - 3,1981,in Betrieb,Abfall,"Abfall, biol. abbaubarer Anteil von Abfällen aus Haushalten und Industrie",,Abfall,Nein,Ja,34,UW Milse,110,SWB Netz GmbH,0101000020E610000007F01648501C2140F8C264AA60044A40,89,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0347,Biomasse Heizkraftwerk Herbrechtingen GmbH,,89537,Giengen,,Baden-Württemberg,,2004,in Betrieb,Biomasse,,,Biomasse,Ja,,15.7,,HS,Netze BW GmbH,0101000020E61000009A081B9E5E692440DE9387855A4B4840,326,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0806,MVV Energie AG,Windpark Plauerhagen,19395,Plauerhagen,,Mecklenburg-Vorpommern,,2010,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,Nein,16,UW Krakow,20,WEMAG Netz GmbH,0101000020E61000001E166A4DF36E28400000000000C04A40,759,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0033,Stadtwerke Augsburg Energie GmbH,Gasturbine,86165,Augsburg ,Beim Grenzgraben 10,Bayern,GT,2004,in Betrieb,Erdgas,,,Erdgas,Nein,Ja,28.75,Station 1000,110,Netze Augsburg GmbH,0101000020E6100000E78C28ED0DDE2540FE43FAEDEB304840,34,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0324,VERBUND-Innkraftwerke GmbH,Gars,83536,Gars,Agg 4,Bayern,,1938,in Betrieb,Laufwasser,,,Laufwasser,Nein,Nein,25,UW Gars,110,Bayernwerk AG,0101000020E6100000E2E995B20C9128403333333333134840,308,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0355,E.ON Kernkraft GmbH,Grafenrheinfeld,97506,Grafenrheinfeld,,Bayern,KKG,1982,in Betrieb,Kernenergie,,,Kernenergie,Nein,Nein,1275,Grafenrheinfeld,380,TenneT TSO GmbH ,0101000020E610000068226C787A652440C7BAB88D06004940,334,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0453,,,57629,Höchstenbach,,Rheinland-Pfalz,,2006,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,,26,,HS/MS,KEVAG Verteilnetz GmbH,0101000020E6100000A3923A014D441F409A99999999594940,423,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0889,Windpark Badeleben ApS & Co. OHG,,38364,Schöningen,,Niedersachsen,,2005,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,,10,,MS,Avacon AG,0101000020E6100000006F8104C5EF2540D26F5F07CE114A40,839,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0781,ENERTRAG Aktiengesellschaft,ÜST Ruhleben,17309,Pasewalk,"Gemarkung Pasewalk, Flur 23, Flurstück 26/1",Mecklenburg-Vorpommern,ÜST Ruhleben,2000,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,,29.1,ÜST Ruhleben,20,E.DIS AG,0101000020E6100000CDCCCCCCCCCC2B4088855AD3BCBB4A40,737,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0298,BVT Windpark Sustrum/Renkenberge GmbH & Co. KG,,49762,Fresenburg,,Niedersachsen,,1998,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,,25.5,,MS,EWE NETZ GmbH,0101000020E61000003333333333331D40454772F90F714A40,295,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0268,Mark-E AG,Pumpspeicherwerk Rönkhausen,57413,Finnentrop,,Nordrhein-Westfalen,PSW,1969,in Betrieb,Pumpspeicher,,,Pumpspeicher,Nein,,138,U 101 und U 102,110,Enervie AssetNetWork GmbH ,0101000020E61000003D2CD49AE6DD1F40211FF46C56954940,265,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0724,Breeze Three Energy GmbH & Co. KG,Windpark Nielebock,39319,Nielebock,,Sachsen-Anhalt,,2002,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,Nein,12,DE0073373931900000E01000000021057,20,HSN Magdeburg GmbH,0101000020E6100000151DC9E53F4428400000000000404A40,679,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0991,Steag GmbH,KW Voerde,46562,Voerde,Frankfurter Str 430,Nordrhein-Westfalen,Block A,1982,in Betrieb,Steinkohle,,,Steinkohle,Nein,Nein,695,UA Möllen,380,Amprion GmbH,0101000020E61000005C8FC2F5289C1A40645DDC4603D04940,945,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0990,Steag GmbH,KW West,46562,Voerde,Frankfurter Str. 430,Nordrhein-Westfalen,West 1,1971,in Betrieb,Steinkohle,,,Steinkohle,Nein,Nein,322,220 kV Schaltanlage Möllen,220,Amprion GmbH,0101000020E61000005C8FC2F5289C1A40645DDC4603D04940,944,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0053,,,30890,Barsinghausen,,Niedersachsen,,2005,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,,16.9,,MS,Avacon AG,0101000020E61000006666666666E622406666666666264A40,53,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:36.047954+00,true
,BNA0293,Solvay Acetow GmbH,GuD Anlage WVK,79108,Freiburg,,Baden-Württemberg,GuD Anlage,1998,in Betrieb,Erdgas,,,Erdgas,Nein,Ja,60.098,110kV Schalter WVK GuD Anlage,110,bnNETZE GmbH ,0101000020E61000005917B7D1005E1F406A4DF38E53044840,290,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0782,Rhein-Main-Donau AG,Kachlet,94034,Passau,Schleusenweg 10,Bayern,Kachlet,1927,in Betrieb,Laufwasser,,,Laufwasser,Nein,Nein,53.7,Schaltanlage vor Ort,110,Bayernwerk AG,0101000020E610000041F163CC5DCB2A4008AC1C5A644B4840,738,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0080,Vattenfall Europe Wärme AG,Lichterfelde,12207,Berlin,Ostpreußendamm 61,Berlin,Lichterfelde 2,1973,Sonderfall,Erdgas,,,Erdgas,Nein,Ja,144,Lichterfelde,110,Stromnetz Berlin GmbH,0101000020E6100000CDCCCCCCCCCC2A40EEEBC03923424A40,72,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0076,Vattenfall Europe Wärme AG,Lichterfelde,12207,Berlin,Ostpreußendamm 61,Berlin,Lichterfelde 3,1974,in Betrieb,Erdgas,,,Erdgas,Nein,Ja,144,Lichterfelde,110,Stromnetz Berlin GmbH,0101000020E6100000CDCCCCCCCCCC2A40EEEBC03923424A40,71,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0075,Vattenfall Europe Wärme AG,Lichterfelde,12207,Berlin,Ostpreußendamm 61,Berlin,Lichterfelde 1,1972,in Betrieb,Erdgas,,,Erdgas,Nein,Ja,144,Lichterfelde,110,Stromnetz Berlin GmbH,0101000020E6100000CDCCCCCCCCCC2A40EEEBC03923424A40,70,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0147,GDF SUEZ Energie Deutschland AG,Farge,28777,Bremen,Wilhelmshavener Str. 6,Bremen,Farge,1969,in Betrieb,Mehrere Energieträger,Steinkohle,"Klärschlamm, HSL, HEL",Steinkohle,Nein,Nein,350,Farge - FA1,220,TenneT TSO GmbH ,0101000020E610000055302AA9139021405917B7D1008E4A40,136,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0556b,Cargill Deutschland GmbH,KWK-Anlage Krefeld VM,47809,Krefeld,Düsseldorfer Str. 191,Nordrhein-Westfalen,Gasmotor (Dieselgenerator),2004,in Betrieb,Erdgas,,,Erdgas,Nein,Ja,14,UA Hafen,20,Westnetz GmbH,0101000020E6100000105839B4C8761A40A7E8482EFFA94940,514,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0556a,Cargill Deutschland GmbH,KWK-Anlage Krefeld DT,47809,Krefeld,Düsseldorfer Str. 191,Nordrhein-Westfalen,Dampfturbine,2004,in Betrieb,Erdgas,,,Erdgas,Nein,Ja,25.8,UA Hafen,20,Westnetz GmbH,0101000020E6100000105839B4C8761A40A7E8482EFFA94940,513,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0001,,,52074,Aachen,,Nordrhein-Westfalen,,1997,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,,15,,MS,INFRAWEST GmbH,0101000020E6100000A857CA32C4311840D656EC2FBB5F4940,1,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0928,Umspannwerk Straßkirchen GmbH & Co. KG,,94342,Straßkirchen,,Bayern,,2009,in Betrieb,Solare Strahlungsenergie,,,Solare Strahlungsenergie,Ja,,54.34,DE00722594342HRA00 ,110,Bayernwerk AG,0101000020E61000001E166A4DF36E2940DFE00B93A96A4840,883,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0445,juwi Beteiligungs GmbH & Co. Naturpower 10KG ,Mehringer Höhe,54317,Herl ,,Rheinland-Pfalz,,2005,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,nein,11.8,UW Herl,110,Westnetz GmbH,0101000020E610000090A0F831E6EE1A4088855AD3BCDB4840,418,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0823,"Stadtwerke München GmbH, HEAG Südhessische Energie AG (HSE)",SWM Wind Havelland GmbH & Co. KG,14776,Raum Brandenburg,,Brandenburg,Havelland,2009,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,Nein,171,,,,0101000020E6100000894160E5D0222940EBE2361AC0334A40,771,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0767,Windkonzept - Energieanlagen GmbH & Co. KG,,39343,Ostingersleben,,Sachsen-Anhalt,,2002,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,,22.4,,HS,HSN Magdeburg GmbH,0101000020E610000000000000008026400000000000204A40,723,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0390,Umspannwerke Druxberge GmbH & Co. KG c/o Windstrom GmbH,,39343,Hakenstedt,,Sachsen-Anhalt,,1999,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,,82.7,,HS,HSN Magdeburg GmbH,0101000020E610000000000000008026400000000000204A40,362,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0367,Windpark Niedere Börde GmbH & Co. KG,,39343,Groß Santersleben,,Sachsen-Anhalt,,2006,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,,12,,MS,Avacon AG,0101000020E610000000000000008026400000000000204A40,342,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0530,Windpark Großenehrich GmbH & Co. KG Renditefonds,,99718,Kirchengel,,Thüringen,,2004,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,,22,,MS,TEN Thüringer Energienetze GmbH,0101000020E61000004850FC1873F72540787AA52C43A44940,487,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0892,Winkra Krokhorst Windparkbetriebsgesellschaft mbH,,28790,Schwanewede,,Niedersachsen,,2002,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,,10.8,,HS/MS,EWE NETZ GmbH,0101000020E6100000865AD3BCE314214068B3EA73B59D4A40,842,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0873,"Windpark Sande GmbH & Co KG; Gemeinde Sande",,26452,Sande,,Niedersachsen,,1999,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,,10.6,,MS,EWE NETZ GmbH,0101000020E6100000BA83D89942072040EA094B3CA0C04A40,814,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:36.047954+00,true
,BNA0353,Vattenfall Europe Generation AG,Goldisthal,98746,Goldisthal,Am Rotseifenbach,Thüringen,PSS D,2004,in Betrieb,Pumpspeicher,,,Pumpspeicher,Nein,Nein,,Altenfeld,380,50 Hertz Transmission GmbH,0101000020E61000003333333333332640BBB88D06F04E4940,332,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0352,Vattenfall Europe Generation AG,Goldisthal,98746,Goldisthal,Am Rotseifenbach,Thüringen,PSS C,2004,in Betrieb,Pumpspeicher,,,Pumpspeicher,Nein,Nein,,Altenfeld,380,50 Hertz Transmission GmbH,0101000020E61000003333333333332640BBB88D06F04E4940,331,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0351,Vattenfall Europe Generation AG,Goldisthal,98746,Goldisthal,Am Rotseifenbach,Thüringen,PSS B,2003,in Betrieb,Pumpspeicher,,,Pumpspeicher,Nein,Nein,,Altenfeld,380,50 Hertz Transmission GmbH,0101000020E61000003333333333332640BBB88D06F04E4940,330,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0350,Vattenfall Europe Generation AG,Goldisthal,98746,Goldisthal,Am Rotseifenbach,Thüringen,PSS A,2004,in Betrieb,Pumpspeicher,,,Pumpspeicher,Nein,Nein,1052,Altenfeld,380,50 Hertz Transmission GmbH,0101000020E61000003333333333332640BBB88D06F04E4940,329,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0454,Anlagenbetreiber Windpark Ohe/HöferdeanBV Verwaltungs-GmbH,,29361,Höfer,,Niedersachsen,,2002,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,,11.5,,MS,Celle-Uelzen Netz GmbH,0101000020E61000000000000000802440ACADD85F76574A40,424,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0372,AOS WP Bissel GmbH & Co KG,,26197,Großenkneten,,Niedersachsen,,2000,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,,10.8,,HS/MS,EWE NETZ GmbH,0101000020E6100000FB3A70CE88722040849ECDAACF754A40,347,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0371,Gebr. Stolle Windkraftanlagen GbR,,26197,Großenkneten,,Niedersachsen,,1995,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,,11.8,,MS,EWE NETZ GmbH,0101000020E6100000FB3A70CE88722040849ECDAACF754A40,346,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0732,Betreibergemeinschaft Windpark Vettweiß/Nörvenich/Erp,,52388,Nörvenich ,,Nordrhein-Westfalen,,2002,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,,12.6,,HS/MS,Westnetz GmbH,0101000020E6100000992A1895D4891A40E4839ECDAA674940,687,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
,BNA0601,Biomasse HKW Siegerland GmbH & Co.KG,,56479,Liebenscheid ,,Rheinland-Pfalz,,2006,in Betrieb,Biomasse,,HEL,Biomasse,Ja,Ja,14,UA Holzhausen,30,Westnetz GmbH,0101000020E61000003333333333332040211FF46C56554940,559,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,true
